platform,content_id,content_type,upload_date,author_username,author_followers,likes,comments,shares,views,engagement_rate,hashtags,sentiment_score,trend_category,video_duration,thumbnail_clicks,subscribers_gained,retweets,quote_tweets,impressions,saves,story_views,is_sponsored,music_used,duets,challenge_tag
Twitter,TW_787905,video,2024-05-02 21:43:22,@heather94,1951499,6498,1965,1551,141238,7.09,"['#Gaming', '#Tech']",0.07,Gaming,,,,2221.0,1591.0,292596.0,,,,,,
Facebook,FA_112062,image,2024-03-06 22:41:22,@lopezkathleen,761105,19014,8687,7266,820343,4.26,"['#Fashion', '#Life']",-0.71,Fitness,,,,,,,,,,,,
Facebook,FA_928215,short_video,2024-01-26 07:21:43,@harristimothy,1692895,49753,6754,18597,872809,8.6,"['#Tech', '#Fit']",0.41,Fashion,,,,,,,,,,,,
YouTube,YO_319557,video,2024-09-25 19:42:07,@swells,91759,43937,2672,2967,611309,8.11,"['#Gaming', '#Life']",-0.5,Gaming,26.46,4145.0,999.0,,,,,,,,,
LinkedIn,LI_213419,image,2024-06-21 02:15:44,@johntaylor,806832,25829,118,1658,143553,19.23,"['#Fashion', '#Tech']",0.94,Fitness,,,,,,,,,,,,
Twitter,TW_989532,image,2024-02-12 00:36:32,@stevenmiller,982275,9050,8207,18845,112531,32.08,"['#Tech', '#Gaming']",0.8,Tech,,,,4298.0,1453.0,499841.0,,,,,,
Twitter,TW_644061,reel,2024-11-16 13:12:33,@higginskenneth,185304,26822,222,516,467442,5.9,"['#Fit', '#Fashion']",-0.02,Tech,,,,4361.0,535.0,482312.0,,,,,,
LinkedIn,LI_987987,image,2024-08-03 22:51:16,@qwilliams,1870879,49940,1456,11930,95207,66.51,"['#Life', '#Tech']",-0.11,Gaming,,,,,,,,,,,,
TikTok,TI_540356,short_video,2024-12-09 23:03:51,@gspencer,583920,36130,3774,15159,471211,11.69,"['#Life', '#Gaming']",-0.1,Tech,,,,,,,,,,agent,232.0,#travel
YouTube,YO_637812,reel,2024-12-14 01:31:19,@kimberly73,1414834,16257,7890,12645,599043,6.14,"['#Gaming', '#Life']",-0.09,Tech,23.82,5034.0,111.0,,,,,,,,,
LinkedIn,LI_462639,reel,2024-09-30 21:47:18,@zrice,666100,916,7416,12943,785303,2.71,"['#Life', '#Fashion']",0.3,Tech,,,,,,,,,,,,
Instagram,IN_340898,short_video,2024-07-07 04:21:13,@sarakeller,551185,28698,2267,3531,107400,32.12,"['#Gaming', '#Fashion']",-0.38,Fashion,,,,,,,3707.0,18638.0,False,,,
Instagram,IN_539387,image,2024-09-08 20:18:08,@nicholasprice,184121,34916,9450,14227,452666,12.94,"['#Life', '#Gaming']",0.09,Fitness,,,,,,,4995.0,12965.0,True,,,
Twitter,TW_821771,video,2024-10-16 08:59:51,@nicholas55,1259405,23117,8968,6388,696440,5.52,"['#Life', '#Fashion']",-0.41,Fashion,,,,1682.0,909.0,228908.0,,,,,,
YouTube,YO_740313,video,2024-01-20 10:22:56,@brittany78,1651905,5437,6005,9581,462638,4.54,"['#Life', '#Fashion']",-0.13,Education,59.94,3018.0,146.0,,,,,,,,,
Facebook,FA_960910,image,2024-09-14 04:31:21,@jwebb,1030846,25478,653,15696,112659,37.13,"['#Gaming', '#Fit']",0.29,Fitness,,,,,,,,,,,,
Instagram,IN_178894,reel,2024-02-03 11:21:59,@cantrelljessica,1228384,48624,3490,3492,442655,12.56,"['#Tech', '#Fit']",-0.76,Fitness,,,,,,,1873.0,6479.0,True,,,
Twitter,TW_300287,video,2024-11-04 18:12:50,@mark02,98939,43847,8776,3043,435795,12.77,"['#Fit', '#Tech']",-0.97,Education,,,,1219.0,235.0,900558.0,,,,,,
Facebook,FA_857720,image,2024-10-01 11:43:53,@donald78,1776949,36410,2212,14713,681808,7.82,"['#Tech', '#Life']",-0.56,Education,,,,,,,,,,,,
Instagram,IN_358395,video,2024-04-13 00:44:17,@kirbytiffany,400191,13407,3052,6796,918907,2.53,"['#Fit', '#Fashion']",0.23,Fitness,,,,,,,4655.0,16868.0,False,,,
Facebook,FA_367420,video,2024-07-15 02:59:21,@iangarcia,132057,41968,3364,18226,24291,261.65,"['#Fashion', '#Life']",0.83,Education,,,,,,,,,,,,
Instagram,IN_324396,reel,2024-05-07 00:09:36,@mathewmarshall,831637,43477,269,362,628174,7.02,"['#Life', '#Gaming']",0.13,Education,,,,,,,4127.0,8698.0,False,,,
Facebook,FA_137440,reel,2024-07-11 22:44:15,@amanda67,1133864,17699,867,3514,835551,2.64,"['#Fashion', '#Gaming']",-0.3,Fitness,,,,,,,,,,,,
Instagram,IN_578764,video,2024-02-05 05:37:38,@marymedina,1680549,45398,6577,11540,354495,17.92,"['#Fashion', '#Life']",-0.11,Education,,,,,,,1957.0,4659.0,True,,,
LinkedIn,LI_436221,reel,2024-10-13 23:01:16,@zpeterson,57179,34229,7217,1105,727128,5.85,"['#Fashion', '#Tech']",-0.94,Education,,,,,,,,,,,,
Twitter,TW_385797,image,2024-11-22 09:39:49,@heatherturner,869984,4550,7330,4358,380905,4.26,"['#Fashion', '#Tech']",-0.59,Gaming,,,,2509.0,1058.0,13125.0,,,,,,
Twitter,TW_467167,video,2024-08-09 08:12:36,@april23,881221,4289,7489,13433,196664,12.82,"['#Fit', '#Fashion']",0.28,Gaming,,,,1669.0,465.0,953138.0,,,,,,
TikTok,TI_786769,video,2024-03-16 23:30:07,@todd23,546507,48312,9318,9645,711245,9.46,"['#Life', '#Tech']",-0.76,Fitness,,,,,,,,,,benefit,456.0,#relate
YouTube,YO_626749,reel,2024-07-29 05:55:40,@matthewcompton,1349792,48609,6269,8048,108178,58.17,"['#Life', '#Gaming']",-0.84,Gaming,26.43,4105.0,143.0,,,,,,,,,
Instagram,IN_131329,reel,2024-09-29 19:16:23,@alisonwalton,1960718,10434,2576,2782,199731,7.91,"['#Life', '#Fit']",0.3,Education,,,,,,,4763.0,14796.0,True,,,
Instagram,IN_802938,reel,2024-07-06 00:54:09,@timothy00,1506807,9747,9251,2155,357488,5.92,"['#Life', '#Gaming']",-0.75,Fashion,,,,,,,3959.0,2218.0,False,,,
YouTube,YO_439206,reel,2024-07-28 04:55:46,@brittany73,1376610,37229,6262,15251,602972,9.74,"['#Life', '#Tech']",-0.54,Education,54.12,7645.0,711.0,,,,,,,,,
TikTok,TI_670460,video,2024-09-17 04:26:18,@kimgibson,545793,30474,3363,11177,756320,5.95,"['#Fashion', '#Fit']",-0.25,Education,,,,,,,,,,why,141.0,#game
Facebook,FA_554354,short_video,2024-12-17 15:05:00,@mmunoz,1883345,34485,1142,9689,399148,11.35,"['#Tech', '#Fashion']",0.26,Education,,,,,,,,,,,,
Instagram,IN_592059,video,2024-03-23 20:02:36,@hickskelly,1841310,1657,264,9517,800522,1.43,"['#Fit', '#Fashion']",-0.45,Fashion,,,,,,,120.0,18681.0,False,,,
YouTube,YO_271832,video,2024-09-20 10:26:35,@millskelly,987846,45299,1112,5864,448696,11.65,"['#Fashion', '#Fit']",-0.25,Tech,33.81,5523.0,971.0,,,,,,,,,
LinkedIn,LI_529004,short_video,2024-05-10 12:53:44,@lwoods,1678563,48141,7278,9545,740072,8.78,"['#Tech', '#Gaming']",0.86,Tech,,,,,,,,,,,,
LinkedIn,LI_833078,reel,2024-09-25 01:09:19,@gjackson,237368,15950,54,1483,783632,2.23,"['#Fit', '#Gaming']",0.53,Tech,,,,,,,,,,,,
Instagram,IN_397414,short_video,2024-09-06 08:19:13,@wsharp,816165,34025,8810,18831,815156,7.56,"['#Gaming', '#Tech']",-0.73,Education,,,,,,,4200.0,7447.0,False,,,
LinkedIn,LI_901168,image,2024-05-18 13:57:46,@htorres,871702,14264,2713,9803,8880,301.58,"['#Fashion', '#Fit']",-0.26,Fitness,,,,,,,,,,,,
Facebook,FA_437828,reel,2024-05-21 06:23:13,@njones,462803,47250,3173,9944,589310,10.24,"['#Fit', '#Tech']",-0.46,Fitness,,,,,,,,,,,,
Instagram,IN_712938,video,2024-08-16 23:10:14,@osborneashley,354295,21228,3912,4250,891142,3.3,"['#Fashion', '#Fit']",-0.76,Fitness,,,,,,,2847.0,16321.0,False,,,
Facebook,FA_508631,reel,2024-01-10 09:56:03,@fford,476195,34584,2374,344,64229,58.08,"['#Fit', '#Fashion']",0.7,Fitness,,,,,,,,,,,,
YouTube,YO_210100,image,2024-03-07 21:04:41,@perezchristopher,299481,21070,1446,6299,14016,205.59,"['#Life', '#Fit']",-0.12,Education,1.6,628.0,124.0,,,,,,,,,
YouTube,YO_494715,video,2024-07-22 10:06:46,@erica13,1713331,12891,6493,7968,568797,4.81,"['#Fit', '#Life']",0.66,Fashion,21.06,5160.0,993.0,,,,,,,,,
LinkedIn,LI_652339,short_video,2024-08-04 03:57:25,@washingtontiffany,1281732,32965,9072,15559,4169,1381.53,"['#Fit', '#Life']",0.83,Fitness,,,,,,,,,,,,
TikTok,TI_225969,video,2024-11-20 13:16:18,@jonathanstewart,437894,11958,2762,19139,935937,3.62,"['#Life', '#Gaming']",-0.49,Fitness,,,,,,,,,,during,171.0,#fund
YouTube,YO_656468,video,2024-06-05 17:53:25,@coxkristin,283987,25227,8131,14909,23454,205.79,"['#Life', '#Fit']",0.49,Fitness,55.6,7648.0,452.0,,,,,,,,,
TikTok,TI_264207,image,2024-01-15 12:59:21,@pearsonmelissa,439500,17367,1667,13480,78027,41.67,"['#Life', '#Fit']",-0.31,Fashion,,,,,,,,,,though,432.0,#education
Facebook,FA_966727,reel,2024-11-30 23:29:45,@mooreheather,1973397,1011,4816,8873,637862,2.3,"['#Gaming', '#Fashion']",0.58,Education,,,,,,,,,,,,
YouTube,YO_942783,reel,2024-03-07 15:04:21,@qdennis,975495,48795,4432,5068,154568,37.71,"['#Gaming', '#Fashion']",-0.69,Education,1.87,8928.0,976.0,,,,,,,,,
YouTube,YO_489622,image,2024-08-19 08:30:14,@lcook,102626,23955,5842,3040,40216,81.65,"['#Life', '#Tech']",-0.5,Gaming,49.28,2258.0,577.0,,,,,,,,,
TikTok,TI_688076,image,2024-08-09 13:08:52,@qsilva,1883007,38385,5916,15028,651072,9.11,"['#Tech', '#Fashion']",-0.15,Education,,,,,,,,,,few,484.0,#machine
Twitter,TW_312946,reel,2024-11-14 11:39:58,@susan82,1993248,47818,173,2533,325520,15.52,"['#Fashion', '#Gaming']",0.71,Tech,,,,1191.0,110.0,859321.0,,,,,,
Instagram,IN_127340,image,2024-07-03 01:53:45,@martinralph,1685807,39827,4891,176,434111,10.34,"['#Fashion', '#Tech']",-0.44,Tech,,,,,,,3399.0,890.0,True,,,
Instagram,IN_137596,reel,2024-06-28 19:17:31,@andrew47,1874298,36410,4151,2706,857148,5.05,"['#Fit', '#Gaming']",0.74,Fashion,,,,,,,4913.0,8893.0,False,,,
Instagram,IN_755926,video,2024-05-20 11:52:35,@jennifer88,260753,22215,539,4903,345542,8.0,"['#Fit', '#Gaming']",0.76,Gaming,,,,,,,274.0,18191.0,False,,,
TikTok,TI_207143,image,2024-09-15 16:10:48,@sanderson,897747,37520,2979,18746,309352,19.15,"['#Life', '#Gaming']",0.23,Gaming,,,,,,,,,,human,245.0,#lay
Twitter,TW_160144,image,2024-05-16 16:08:11,@jonesbonnie,1014200,22626,8051,13280,979545,4.49,"['#Gaming', '#Tech']",-0.38,Gaming,,,,291.0,1127.0,166517.0,,,,,,
Facebook,FA_550182,reel,2024-02-01 20:28:13,@patrickgoodwin,1857092,46324,1378,5245,263136,20.12,"['#Tech', '#Fit']",0.69,Education,,,,,,,,,,,,
LinkedIn,LI_511183,video,2024-10-13 07:32:32,@matthewlamb,1203147,41010,6784,3278,391229,13.05,"['#Fashion', '#Fit']",0.83,Fitness,,,,,,,,,,,,
Instagram,IN_567737,reel,2024-01-11 20:10:39,@monica25,639952,16382,2510,16348,51699,68.16,"['#Life', '#Fashion']",0.69,Fashion,,,,,,,3319.0,4946.0,True,,,
Facebook,FA_352431,video,2024-02-10 08:49:01,@fatkins,8236,1850,3340,11562,84156,19.91,"['#Fit', '#Tech']",0.9,Fitness,,,,,,,,,,,,
Twitter,TW_819307,image,2024-04-02 16:18:25,@elizabeth90,603223,7494,6429,8913,289580,7.89,"['#Tech', '#Life']",-0.92,Fashion,,,,1358.0,1446.0,220088.0,,,,,,
TikTok,TI_957270,video,2024-03-04 19:20:22,@qwilliams,1665571,6036,5350,9443,213046,9.78,"['#Gaming', '#Tech']",-0.36,Education,,,,,,,,,,however,403.0,#guess
YouTube,YO_850618,image,2024-06-01 17:22:31,@mark74,1498663,44839,4159,10406,901301,6.59,"['#Life', '#Tech']",0.26,Tech,49.23,3366.0,843.0,,,,,,,,,
TikTok,TI_947117,reel,2024-10-28 17:10:32,@davidibarra,400755,19253,6194,4620,494389,6.08,"['#Life', '#Tech']",-0.97,Gaming,,,,,,,,,,tell,230.0,#study
Facebook,FA_360965,video,2024-09-19 14:59:56,@sarah84,1117750,15178,6421,4331,774458,3.35,"['#Gaming', '#Tech']",-0.37,Gaming,,,,,,,,,,,,
Twitter,TW_613503,short_video,2024-08-16 21:35:59,@millersarah,109328,24412,6533,6213,513903,7.23,"['#Fit', '#Fashion']",0.34,Fashion,,,,1298.0,1813.0,736593.0,,,,,,
LinkedIn,LI_410585,image,2024-01-27 11:59:53,@elizabethheath,1415786,8853,7893,8818,204281,12.51,"['#Fashion', '#Gaming']",0.65,Gaming,,,,,,,,,,,,
TikTok,TI_108742,video,2024-09-28 18:37:20,@jamestate,1142385,27522,7040,15018,56336,88.01,"['#Fit', '#Life']",-0.99,Fitness,,,,,,,,,,join,497.0,#great
Facebook,FA_140414,video,2024-04-28 15:46:07,@reneewashington,745586,49182,3148,7090,433608,13.7,"['#Tech', '#Fit']",-0.46,Fitness,,,,,,,,,,,,
Instagram,IN_645396,reel,2024-12-29 16:28:45,@taylormarcus,1550521,35686,8286,8963,549813,9.63,"['#Fit', '#Fashion']",0.83,Fashion,,,,,,,2122.0,5838.0,False,,,
YouTube,YO_247269,short_video,2024-10-23 01:43:57,@tvilla,1290999,18324,1186,7662,679912,4.0,"['#Tech', '#Gaming']",0.97,Fashion,56.76,477.0,800.0,,,,,,,,,
Twitter,TW_929644,reel,2024-02-06 11:36:23,@moyerdavid,683113,25436,3693,18738,363993,13.15,"['#Fashion', '#Tech']",0.19,Gaming,,,,399.0,1786.0,556878.0,,,,,,
TikTok,TI_398646,reel,2024-07-25 05:54:01,@mark27,1269834,9335,559,1083,358800,3.06,"['#Life', '#Fashion']",0.37,Tech,,,,,,,,,,throw,413.0,#theory
Facebook,FA_992071,reel,2024-05-14 00:41:57,@sandrarobinson,1455877,42714,1678,17019,347354,17.68,"['#Life', '#Fit']",-0.28,Fitness,,,,,,,,,,,,
TikTok,TI_705360,video,2024-02-23 17:41:30,@pinedaanthony,1176440,48942,8264,18904,247480,30.75,"['#Fashion', '#Gaming']",0.66,Tech,,,,,,,,,,part,351.0,#sign
Twitter,TW_390888,video,2024-01-26 14:37:17,@hmartin,114407,4400,3844,15577,285454,8.34,"['#Tech', '#Life']",-0.97,Gaming,,,,1324.0,765.0,959524.0,,,,,,
TikTok,TI_697619,short_video,2024-02-27 07:50:53,@cherman,481293,13450,6709,9813,380822,7.87,"['#Tech', '#Fit']",-0.6,Fitness,,,,,,,,,,agreement,177.0,#factor
Twitter,TW_913402,image,2024-04-26 01:46:47,@amber08,1050804,35616,7362,7932,393672,12.93,"['#Gaming', '#Life']",-0.19,Tech,,,,4148.0,83.0,953707.0,,,,,,
Facebook,FA_851994,video,2024-01-28 18:50:09,@christophermurphy,188922,30820,4707,17788,593668,8.98,"['#Fashion', '#Life']",0.15,Gaming,,,,,,,,,,,,
Twitter,TW_205505,video,2024-02-09 14:41:23,@bfoster,1363746,37819,5616,3426,895632,5.23,"['#Fit', '#Gaming']",0.12,Tech,,,,54.0,1654.0,87596.0,,,,,,
Instagram,IN_925495,video,2024-06-24 12:36:17,@lucas60,155374,23830,4659,6282,949002,3.66,"['#Life', '#Fit']",0.97,Education,,,,,,,3340.0,5357.0,False,,,
LinkedIn,LI_966009,video,2024-03-14 10:49:59,@pday,1169784,23435,6351,17132,106978,43.86,"['#Tech', '#Gaming']",0.86,Fashion,,,,,,,,,,,,
TikTok,TI_681859,video,2024-04-11 06:39:21,@smartin,142132,26503,6984,11449,370167,12.14,"['#Life', '#Gaming']",0.76,Fashion,,,,,,,,,,prepare,154.0,#including
Twitter,TW_330356,short_video,2024-06-03 19:54:43,@jessica33,1401550,44877,447,7088,667041,7.86,"['#Fashion', '#Fit']",-0.85,Gaming,,,,551.0,1737.0,749929.0,,,,,,
Twitter,TW_586201,short_video,2024-10-08 03:01:29,@austinrichmond,1165671,38696,7395,8153,880271,6.16,"['#Fit', '#Gaming']",-0.02,Fashion,,,,3598.0,93.0,630058.0,,,,,,
Instagram,IN_215139,short_video,2024-02-12 00:22:03,@belldanielle,512184,17860,9949,19209,88199,53.31,"['#Tech', '#Fit']",-0.08,Education,,,,,,,4202.0,1610.0,False,,,
Facebook,FA_462378,image,2024-09-25 05:53:20,@matthew28,82639,49423,3197,13007,44877,146.24,"['#Fit', '#Gaming']",-0.91,Fashion,,,,,,,,,,,,
Facebook,FA_498219,video,2024-08-14 23:01:55,@valerie83,1745139,6897,2861,8653,206085,8.93,"['#Fashion', '#Life']",-0.88,Gaming,,,,,,,,,,,,
Facebook,FA_801878,short_video,2024-06-08 20:57:35,@hillconnie,828050,14560,6572,3058,176223,13.73,"['#Life', '#Fashion']",0.04,Education,,,,,,,,,,,,
Instagram,IN_146831,reel,2024-04-15 16:38:33,@jennifer28,667886,13412,9888,17828,751150,5.48,"['#Fashion', '#Gaming']",-0.39,Tech,,,,,,,1289.0,11308.0,True,,,
Instagram,IN_866277,short_video,2024-11-10 14:56:12,@silvajessica,83978,48121,8732,15508,359003,20.16,"['#Gaming', '#Life']",0.38,Tech,,,,,,,1056.0,18500.0,False,,,
Instagram,IN_747282,short_video,2024-03-30 17:29:30,@williamsonshawn,405799,6467,8214,11481,924007,2.83,"['#Tech', '#Life']",-0.54,Education,,,,,,,2615.0,12763.0,True,,,
YouTube,YO_583379,short_video,2024-02-02 08:46:54,@hodgessteven,112381,28519,2007,1738,729966,4.42,"['#Fashion', '#Fit']",-0.73,Education,39.48,2497.0,815.0,,,,,,,,,
TikTok,TI_492149,short_video,2024-06-27 22:19:10,@jessica41,1235990,21456,8174,4971,963414,3.59,"['#Fit', '#Tech']",0.12,Fashion,,,,,,,,,,so,336.0,#likely
TikTok,TI_650987,reel,2024-06-12 02:36:34,@cordovalaura,1892490,177,8654,17989,138132,19.42,"['#Life', '#Fit']",-0.65,Gaming,,,,,,,,,,seven,473.0,#baby
Twitter,TW_143497,image,2024-05-16 16:42:37,@waltonrebecca,577876,29062,6919,636,344048,10.64,"['#Tech', '#Fashion']",0.43,Gaming,,,,3696.0,289.0,701030.0,,,,,,
YouTube,YO_774620,video,2024-09-21 16:14:41,@uingram,672403,41806,875,11191,116475,46.25,"['#Fit', '#Fashion']",0.59,Education,44.4,248.0,977.0,,,,,,,,,
LinkedIn,LI_342481,video,2024-04-20 08:29:09,@jeremyduke,1117488,35105,2876,10174,151505,31.78,"['#Tech', '#Gaming']",-0.04,Education,,,,,,,,,,,,
Instagram,IN_688252,short_video,2024-12-01 10:50:21,@hjefferson,1714611,32779,1905,13621,286835,16.84,"['#Fit', '#Gaming']",0.21,Gaming,,,,,,,2233.0,6766.0,False,,,
LinkedIn,LI_265970,reel,2024-01-30 01:09:51,@ohammond,512101,33163,9777,4020,375895,12.49,"['#Fashion', '#Gaming']",0.48,Tech,,,,,,,,,,,,
TikTok,TI_227711,video,2024-03-17 22:29:40,@valdezelizabeth,681570,20566,9188,13550,632059,6.85,"['#Fashion', '#Fit']",-0.45,Fitness,,,,,,,,,,art,2.0,#someone
Twitter,TW_399737,reel,2024-01-14 13:30:49,@briannablevins,1495307,45583,9567,13284,11750,582.42,"['#Tech', '#Fit']",0.5,Fitness,,,,4880.0,940.0,107654.0,,,,,,
Twitter,TW_485363,video,2024-03-25 04:30:55,@john07,1431650,8581,6937,18173,565018,5.96,"['#Tech', '#Fit']",0.37,Fashion,,,,1290.0,754.0,784659.0,,,,,,
Twitter,TW_841817,image,2024-10-27 01:32:58,@mkaiser,1927956,17801,2512,15938,238509,15.2,"['#Fit', '#Fashion']",-0.21,Gaming,,,,3112.0,829.0,799596.0,,,,,,
LinkedIn,LI_901433,image,2024-06-22 17:32:18,@johnsonjessica,537918,863,1860,11528,784647,1.82,"['#Fashion', '#Tech']",-0.54,Gaming,,,,,,,,,,,,
Facebook,FA_873494,image,2024-12-14 07:58:45,@stacymaxwell,924371,34631,7135,17573,380324,15.6,"['#Fashion', '#Tech']",-0.42,Tech,,,,,,,,,,,,
TikTok,TI_412087,short_video,2024-09-18 21:12:04,@james32,1787683,28077,8740,10047,81330,57.62,"['#Fit', '#Fashion']",-0.89,Tech,,,,,,,,,,just,122.0,#method
Twitter,TW_938017,video,2024-09-16 18:01:07,@matthewcastillo,671138,44718,8889,6100,48291,123.64,"['#Fashion', '#Tech']",0.16,Fitness,,,,1920.0,1904.0,134599.0,,,,,,
Facebook,FA_128248,video,2024-07-11 11:16:03,@derrickthomas,1559558,6387,6712,13698,521534,5.14,"['#Life', '#Gaming']",0.29,Tech,,,,,,,,,,,,
LinkedIn,LI_277870,image,2024-11-17 05:51:21,@eleonard,503996,25692,6140,17373,776414,6.34,"['#Gaming', '#Fit']",-0.85,Gaming,,,,,,,,,,,,
YouTube,YO_266507,image,2024-08-17 17:22:17,@aallen,1646122,22908,4711,18690,793778,5.83,"['#Gaming', '#Tech']",-0.91,Fitness,25.05,7844.0,965.0,,,,,,,,,
Facebook,FA_842394,image,2024-05-23 06:06:47,@ssampson,1746896,15045,3088,13591,606846,5.23,"['#Gaming', '#Fashion']",0.01,Tech,,,,,,,,,,,,
Instagram,IN_701936,reel,2024-02-14 17:36:14,@zarellano,1974104,44672,8394,13110,800554,8.27,"['#Tech', '#Fashion']",0.89,Tech,,,,,,,1929.0,15350.0,True,,,
LinkedIn,LI_434966,image,2024-12-15 07:35:58,@tquinn,1860690,40258,2356,9703,890919,5.87,"['#Fashion', '#Life']",-0.87,Education,,,,,,,,,,,,
Twitter,TW_925561,reel,2024-01-01 01:31:14,@smithdanielle,1539247,18164,149,6979,920742,2.75,"['#Life', '#Gaming']",-0.13,Gaming,,,,3059.0,1139.0,933720.0,,,,,,
Facebook,FA_680935,short_video,2024-12-08 22:26:20,@robert52,588992,33213,7273,4117,595362,7.49,"['#Gaming', '#Life']",-0.57,Education,,,,,,,,,,,,
YouTube,YO_656704,video,2024-06-24 15:14:55,@jroberts,1223185,31923,8400,8587,233270,20.97,"['#Fashion', '#Gaming']",0.6,Fashion,10.65,904.0,894.0,,,,,,,,,
Instagram,IN_323601,reel,2024-08-15 21:59:42,@jessica26,1874529,13764,9486,11479,390085,8.9,"['#Fashion', '#Fit']",0.74,Gaming,,,,,,,3548.0,10626.0,False,,,
Facebook,FA_588276,reel,2024-06-16 14:01:46,@sanchezdanny,85503,47652,6384,12038,671039,9.85,"['#Gaming', '#Fashion']",0.54,Fashion,,,,,,,,,,,,
TikTok,TI_721012,short_video,2024-02-17 07:59:42,@matthewjacobson,1817366,25134,4427,684,309179,9.78,"['#Life', '#Tech']",1.0,Fitness,,,,,,,,,,arm,438.0,#every
Twitter,TW_309441,reel,2024-08-16 11:47:28,@amanda47,1271020,23218,7540,10523,537473,7.68,"['#Life', '#Tech']",-0.53,Gaming,,,,4115.0,116.0,89648.0,,,,,,
Twitter,TW_471875,short_video,2024-12-24 09:40:52,@kelleymatthew,1893376,24407,4635,7794,364370,10.11,"['#Fashion', '#Life']",0.33,Education,,,,4419.0,360.0,895465.0,,,,,,
Facebook,FA_196968,reel,2024-05-31 12:27:40,@shellyknight,368099,24282,6386,2134,843733,3.89,"['#Fashion', '#Life']",-0.96,Tech,,,,,,,,,,,,
Twitter,TW_698433,video,2024-11-13 12:24:40,@nhull,719938,22205,1779,12596,772926,4.73,"['#Tech', '#Gaming']",-0.89,Education,,,,2675.0,961.0,947192.0,,,,,,
TikTok,TI_707772,short_video,2024-08-16 21:27:54,@gerald73,1642824,29791,8226,207,732117,5.22,"['#Fashion', '#Fit']",-0.36,Education,,,,,,,,,,bit,25.0,#explain
Instagram,IN_783484,short_video,2024-08-28 21:30:41,@ecruz,921065,37632,1219,10436,572294,8.61,"['#Fashion', '#Tech']",-0.35,Tech,,,,,,,3559.0,8667.0,False,,,
Instagram,IN_583037,reel,2024-01-02 03:55:41,@danielsmark,1673948,16219,8408,9713,562420,6.11,"['#Gaming', '#Tech']",-0.65,Education,,,,,,,1586.0,7349.0,False,,,
Twitter,TW_220426,reel,2024-11-20 03:42:24,@ashley75,1741381,15437,5441,17583,220506,17.44,"['#Gaming', '#Fit']",-0.81,Tech,,,,1315.0,1787.0,972468.0,,,,,,
LinkedIn,LI_630872,image,2024-12-05 20:15:29,@lmiller,1915331,38508,4136,13933,805345,7.03,"['#Fashion', '#Gaming']",0.5,Education,,,,,,,,,,,,
Twitter,TW_819815,short_video,2024-08-07 08:53:52,@joshua34,55800,27023,7155,15943,419431,11.95,"['#Life', '#Gaming']",0.17,Fitness,,,,4466.0,1473.0,430536.0,,,,,,
Instagram,IN_446874,reel,2024-06-21 19:43:14,@wendy26,696472,49329,8553,5854,928869,6.86,"['#Gaming', '#Fit']",-0.91,Gaming,,,,,,,935.0,12442.0,True,,,
TikTok,TI_564703,video,2024-09-11 17:58:10,@edwardsmichelle,771662,35833,7506,855,515567,8.57,"['#Tech', '#Gaming']",-0.72,Fitness,,,,,,,,,,religious,450.0,#event
TikTok,TI_383155,reel,2024-07-07 03:07:21,@pjuarez,1407490,17384,9101,6281,282651,11.59,"['#Fashion', '#Life']",0.52,Education,,,,,,,,,,leader,263.0,#consider
TikTok,TI_590027,video,2024-09-23 10:08:19,@robertsjulia,139710,42450,6661,3524,787195,6.69,"['#Fit', '#Tech']",0.45,Fashion,,,,,,,,,,example,399.0,#focus
TikTok,TI_427285,image,2024-03-30 19:46:04,@santiagoerin,1893303,41995,8471,3177,20736,258.7,"['#Fit', '#Tech']",0.71,Tech,,,,,,,,,,yourself,90.0,#agree
Twitter,TW_270014,image,2024-07-28 23:57:17,@joseph11,1382569,8982,2342,8468,99402,19.91,"['#Tech', '#Fit']",-0.61,Tech,,,,4852.0,1444.0,332784.0,,,,,,
Instagram,IN_926917,short_video,2024-08-31 18:58:35,@lawsonrobert,1465523,45615,7546,2800,105626,52.98,"['#Life', '#Tech']",0.1,Gaming,,,,,,,403.0,17202.0,True,,,
Instagram,IN_527203,image,2024-07-19 21:54:41,@brandycampbell,632418,31834,7019,6410,283861,15.95,"['#Gaming', '#Fashion']",-0.91,Gaming,,,,,,,1680.0,10400.0,True,,,
Instagram,IN_115427,short_video,2024-12-07 08:31:59,@dennisball,115878,12203,6518,1164,575427,3.46,"['#Gaming', '#Fashion']",0.95,Education,,,,,,,1739.0,8394.0,True,,,
Facebook,FA_407835,video,2024-07-17 08:58:54,@castillotimothy,31057,14304,5017,801,763790,2.63,"['#Tech', '#Life']",-0.5,Gaming,,,,,,,,,,,,
TikTok,TI_571630,video,2024-10-19 13:59:01,@jonathanhicks,104134,24606,3473,2430,870148,3.51,"['#Fashion', '#Gaming']",0.92,Tech,,,,,,,,,,energy,217.0,#give
TikTok,TI_907362,image,2024-09-11 02:01:44,@fpayne,21301,20953,8694,1613,900816,3.47,"['#Fit', '#Fashion']",-0.53,Fashion,,,,,,,,,,paper,495.0,#voice
TikTok,TI_517423,image,2024-11-27 08:05:47,@fernandezdavid,873800,2009,7363,7546,953327,1.77,"['#Fit', '#Life']",-0.47,Tech,,,,,,,,,,analysis,379.0,#official
